listing_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,super_built_up_sqft,price_per_sqft,total_price_inr,total_price_lakh,furnishing_status,possession_status,floor_number,total_floors,age_of_property_years,facing,amenities_count,amenities,builder_name,transaction_type,listing_date,days_on_market,price_negotiable,loan_available,parking_count,rera_registered,listing_source
RES103753,PROP501795,Pune,Maharashtra,Hinjewadi,Builder Floor,2,2,3,1717,1975,2146,8420,14500000,145,Furnished,Under Construction,1,2,2,South,7,Garden|Children Play Area|Swimming Pool|Gym|Lift|Club House|Power Backup,Phoenix Mills,New Property,22-12-2022,383,No,Yes,0,Yes,Owner
RES103754,PROP500252,Hyderabad,Telangana,HITEC City,Studio,5,5,5,2342,2693,2928,7618,17800000,178,Unfurnished,Under Construction,6,30,10,East,8,Club House|Garden|Children Play Area|Swimming Pool|24x7 Security|Lift|Car Parking|Power Backup,Mahindra Lifespaces,Resale,27-01-2022,48,Yes,No,2,Yes,Owner
RES103755,PROP503138,Vadodara,Gujarat,Zone E,Studio,1,1,2,1432,1647,1790,3774,5400000,54,Unfurnished,New Launch,7,39,3,North-East,8,Garden|24x7 Security|Gym|Lift|Jogging Track|Power Backup|Car Parking|Children Play Area,DLF,New Property,10-02-2023,91,Yes,Yes,0,Yes,MagicBricks
RES103756,PROP505250,Kochi,Kerala,Zone E,Row House,1,1,2,1281,1473,1601,3701,4700000,47,Unfurnished,New Launch,9,13,23,North,6,Club House|Car Parking|Swimming Pool|24x7 Security|Jogging Track|Children Play Area,Hiranandani,Resale,14-03-2025,229,Yes,Yes,0,No,99acres
RES103757,PROP502745,Vadodara,Gujarat,Zone F,Penthouse,3,3,4,1666,1916,2082,4192,7000000,70,Unfurnished,Under Construction,26,30,2,North-East,3,Swimming Pool|Lift|Garden,Sobha Limited,New Property,02-10-2025,357,Yes,Yes,1,Yes,99acres
RES103758,PROP504834,Coimbatore,Tamil Nadu,Zone H,Villa,3,3,4,2027,2331,2534,3429,7000000,70,Furnished,Ready to Move,15,23,20,East,8,Garden|Club House|Car Parking|24x7 Security|Power Backup|Gym|Swimming Pool|Children Play Area,Hiranandani,Resale,17-10-2024,329,No,Yes,1,No,NoBroker
RES103759,PROP505852,Delhi,Delhi,Saket,Studio,3,3,4,2044,2351,2555,9088,18600000,186,Furnished,Under Construction,1,9,19,South,5,Lift|Power Backup|Car Parking|Garden|Children Play Area,Hiranandani,New Property,16-11-2022,246,Yes,Yes,1,No,99acres
RES103760,PROP505854,Pune,Maharashtra,Kalyani Nagar,Villa,3,3,4,1929,2218,2411,7416,14300000,143,Furnished,New Launch,15,25,24,South-West,8,Children Play Area|Club House|Jogging Track|Swimming Pool|Garden|24x7 Security|Power Backup|Car Parking,Emaar India,Resale,04-12-2024,142,Yes,Yes,1,Yes,Housing.com
RES103761,PROP505651,Lucknow,Uttar Pradesh,Zone J,Independent House,2,2,3,1578,1815,1972,4269,6700000,67,Unfurnished,Under Construction,4,4,11,West,8,24x7 Security|Car Parking|Children Play Area|Garden|Lift|Swimming Pool|Club House|Jogging Track,Sobha Limited,New Property,10-08-2025,312,No,Yes,2,Yes,99acres
RES103762,PROP505328,Coimbatore,Tamil Nadu,Zone B,Apartment,1,1,2,1089,1252,1361,4499,4900000,49,Furnished,Under Construction,3,5,19,West,3,24x7 Security|Jogging Track|Car Parking,Tata Housing,New Property,05-01-2022,219,Yes,Yes,1,Yes,Housing.com
RES103763,PROP500135,Nagpur,Maharashtra,Zone G,Row House,1,1,2,1683,1935,2104,3426,5800000,58,Unfurnished,Under Construction,3,13,12,East,5,Car Parking|24x7 Security|Garden|Jogging Track|Club House,Omaxe,Resale,27-01-2022,13,Yes,No,2,Yes,NoBroker
RES103764,PROP503101,Jaipur,Rajasthan,Vaishali Nagar,Builder Floor,3,3,4,1628,1872,2035,4463,7300000,73,Furnished,Under Construction,11,20,10,North-West,8,Car Parking|Garden|Swimming Pool|Gym|Jogging Track|24x7 Security|Children Play Area|Club House,Emaar India,Resale,08-12-2023,251,No,Yes,2,Yes,MagicBricks
RES103765,PROP500883,Lucknow,Uttar Pradesh,Zone C,Villa,3,3,4,1861,2140,2326,3622,6700000,67,Semi-Furnished,Under Construction,4,12,0,South-East,6,Jogging Track|24x7 Security|Children Play Area|Car Parking|Club House|Swimming Pool,Hiranandani,Resale,25-05-2025,357,Yes,No,1,Yes,99acres
RES103766,PROP505747,Jaipur,Rajasthan,C Scheme,Row House,1,1,2,1449,1666,1811,4266,6200000,62,Furnished,Ready to Move,19,28,12,South-East,8,Gym|24x7 Security|Jogging Track|Garden|Swimming Pool|Car Parking|Children Play Area|Power Backup,DLF,New Property,30-04-2025,285,No,No,1,No,NoBroker
RES103767,PROP501294,Surat,Gujarat,Althan,Villa,1,1,2,1203,1383,1504,3770,4500000,45,Semi-Furnished,Ready to Move,8,31,1,East,7,Gym|Garden|Lift|Jogging Track|Car Parking|Swimming Pool|Power Backup,Godrej Properties,New Property,14-01-2022,253,Yes,No,1,Yes,99acres
RES103768,PROP502683,Kolkata,West Bengal,New Town,Villa,3,3,4,1910,2196,2388,8942,17100000,171,Semi-Furnished,New Launch,4,8,4,North-West,6,Power Backup|Lift|Car Parking|Swimming Pool|Jogging Track|Garden,Shapoorji Pallonji,New Property,21-10-2022,2,No,Yes,1,Yes,99acres
RES103769,PROP502605,Bangalore,Karnataka,JP Nagar,Studio,3,3,4,2075,2386,2594,8939,18500000,185,Semi-Furnished,New Launch,9,30,12,North,4,Swimming Pool|24x7 Security|Car Parking|Jogging Track,DLF,New Property,01-05-2023,268,Yes,Yes,1,No,99acres
RES103770,PROP502288,Patna,Bihar,Zone H,Villa,5,5,5,2779,3196,3474,4557,12700000,127,Semi-Furnished,Ready to Move,5,11,1,North-West,4,Children Play Area|Gym|Lift|Car Parking,Emaar India,New Property,24-10-2023,238,Yes,No,0,Yes,Owner
RES103771,PROP500895,Jaipur,Rajasthan,Mansarovar,Builder Floor,2,2,3,1646,1893,2058,4026,6600000,66,Unfurnished,Ready to Move,6,38,17,East,4,Children Play Area|Club House|Power Backup|Swimming Pool,Lodha Group,New Property,23-05-2024,393,Yes,No,1,Yes,MagicBricks
RES103772,PROP500498,Coimbatore,Tamil Nadu,Zone G,Builder Floor,4,4,5,2361,2715,2951,4170,9800000,98,Furnished,Ready to Move,5,31,9,West,4,Club House|Garden|Children Play Area|24x7 Security,Omaxe,New Property,05-01-2022,188,Yes,Yes,0,Yes,Housing.com
RES103773,PROP502595,Lucknow,Uttar Pradesh,Zone C,Independent House,2,2,3,1674,1925,2092,4686,7800000,78,Unfurnished,Ready to Move,33,33,22,East,7,Lift|Children Play Area|Swimming Pool|Club House|Garden|Jogging Track|Car Parking,Kolte Patil,Resale,01-10-2023,386,Yes,Yes,1,No,MagicBricks
RES103774,PROP503647,Bhopal,Madhya Pradesh,Zone H,Independent House,4,4,5,2702,3107,3378,3356,9100000,91,Semi-Furnished,New Launch,8,17,20,South-West,3,Car Parking|Power Backup|Swimming Pool,Lodha Group,Resale,10-01-2025,254,Yes,No,0,Yes,NoBroker
RES103775,PROP502730,Kolkata,West Bengal,Park Street,Studio,2,2,3,1825,2099,2281,11014,20100000,201,Unfurnished,Ready to Move,17,19,10,South-East,3,Jogging Track|Gym|Garden,Omaxe,Resale,14-09-2024,29,No,Yes,2,Yes,Housing.com
RES103776,PROP502439,Chennai,Tamil Nadu,Adyar,Studio,2,2,3,1626,1870,2032,5182,8400000,84,Semi-Furnished,Ready to Move,22,24,5,North,5,24x7 Security|Garden|Swimming Pool|Club House|Jogging Track,Shapoorji Pallonji,Resale,23-08-2024,28,No,No,1,No,NoBroker
RES103777,PROP503264,Lucknow,Uttar Pradesh,Zone B,Builder Floor,3,3,4,2181,2508,2726,3317,7200000,72,Unfurnished,Ready to Move,7,15,10,South,8,Children Play Area|Garden|24x7 Security|Swimming Pool|Club House|Car Parking|Gym|Power Backup,Kolte Patil,New Property,25-10-2025,151,Yes,Yes,2,Yes,99acres
RES103778,PROP503010,Kolkata,West Bengal,Park Street,Villa,5,5,5,2741,3152,3426,9113,25000000,250,Furnished,Under Construction,2,34,22,North-East,3,Car Parking|Club House|Jogging Track,Raymond Realty,Resale,27-10-2022,163,Yes,No,1,Yes,Owner
RES103779,PROP505898,Visakhapatnam,Andhra Pradesh,Zone F,Builder Floor,1,1,2,1364,1569,1705,4741,6500000,65,Unfurnished,Under Construction,7,36,24,North-East,5,Club House|Garden|Car Parking|Swimming Pool|Power Backup,Kolte Patil,Resale,23-12-2025,272,Yes,Yes,1,No,Owner
RES103780,PROP503874,Ahmedabad,Gujarat,Satellite,Studio,3,3,4,1617,1860,2021,4937,8000000,80,Unfurnished,Under Construction,4,19,12,South-West,5,Car Parking|Jogging Track|Garden|Power Backup|Club House,Hiranandani,Resale,26-10-2022,246,Yes,Yes,1,Yes,Housing.com
RES103781,PROP501232,Patna,Bihar,Zone I,Builder Floor,3,3,4,1978,2275,2472,4542,9000000,90,Furnished,Under Construction,6,37,16,North-West,6,Gym|Power Backup|Swimming Pool|Lift|Jogging Track|Children Play Area,Emaar India,Resale,11-03-2025,393,Yes,Yes,1,Yes,MagicBricks
RES103782,PROP500073,Chennai,Tamil Nadu,T Nagar,Studio,2,2,3,1824,2098,2280,6308,11500000,115,Furnished,Under Construction,4,25,12,North-West,3,Car Parking|Power Backup|24x7 Security,Shapoorji Pallonji,Resale,17-07-2023,116,Yes,Yes,0,No,NoBroker
RES103783,PROP502275,Kolkata,West Bengal,Park Street,Independent House,3,3,4,2412,2774,3015,9114,22000000,220,Semi-Furnished,Under Construction,9,25,10,South,5,Swimming Pool|Lift|Club House|24x7 Security|Jogging Track,Raymond Realty,New Property,13-03-2025,381,Yes,No,1,No,Owner
RES103784,PROP500749,Pune,Maharashtra,Wakad,Penthouse,3,3,4,1831,2106,2289,8910,16300000,163,Unfurnished,New Launch,18,20,12,North-East,4,Car Parking|Garden|24x7 Security|Gym,Omaxe,Resale,11-04-2025,269,Yes,Yes,1,No,NoBroker
RES103785,PROP501541,Patna,Bihar,Zone G,Row House,2,2,3,1627,1871,2034,4007,6500000,65,Unfurnished,Ready to Move,11,18,4,East,3,Club House|Swimming Pool|Power Backup,Tata Housing,Resale,14-02-2025,49,Yes,Yes,0,Yes,MagicBricks
RES103786,PROP505197,Jaipur,Rajasthan,Mansarovar,Penthouse,3,3,4,2231,2566,2789,4849,10800000,108,Semi-Furnished,Under Construction,14,21,19,East,8,Power Backup|Jogging Track|Gym|Children Play Area|Club House|Swimming Pool|24x7 Security|Car Parking,Omaxe,New Property,03-09-2023,56,Yes,Yes,0,Yes,99acres
RES103787,PROP500805,Bhopal,Madhya Pradesh,Zone E,Apartment,3,3,4,1880,2162,2350,4237,8000000,80,Furnished,New Launch,19,24,14,South-West,8,Club House|Swimming Pool|Car Parking|Gym|Power Backup|Lift|Garden|Jogging Track,Lodha Group,Resale,21-06-2025,216,Yes,No,1,No,NoBroker
RES103788,PROP502500,Ahmedabad,Gujarat,Gota,Villa,2,2,3,2050,2358,2562,3790,7800000,78,Semi-Furnished,Ready to Move,31,34,14,North-West,5,Garden|Power Backup|Car Parking|Children Play Area|Swimming Pool,Godrej Properties,Resale,22-04-2025,15,Yes,Yes,0,Yes,Owner
RES103789,PROP504356,Chandigarh,Chandigarh,Zone J,Builder Floor,1,1,2,1311,1508,1639,4216,5500000,55,Furnished,Ready to Move,18,27,0,North-East,5,Car Parking|Swimming Pool|Jogging Track|Power Backup|Garden,Lodha Group,New Property,28-04-2022,174,Yes,Yes,1,No,NoBroker
RES103790,PROP504298,Surat,Gujarat,Piplod,Independent House,5,5,5,2267,2607,2834,3322,7500000,75,Unfurnished,Under Construction,19,25,18,West,7,Garden|Gym|Car Parking|24x7 Security|Club House|Lift|Children Play Area,Phoenix Mills,Resale,01-12-2023,243,Yes,Yes,2,Yes,99acres
RES103791,PROP503669,Lucknow,Uttar Pradesh,Zone G,Builder Floor,4,4,5,2480,2852,3100,4126,10200000,102,Furnished,Under Construction,16,19,17,East,3,Swimming Pool|Club House|Gym,Godrej Properties,New Property,07-04-2023,150,No,Yes,0,Yes,NoBroker
RES103792,PROP501585,Lucknow,Uttar Pradesh,Zone E,Builder Floor,3,3,4,1444,1661,1805,3547,5100000,51,Unfurnished,Ready to Move,14,39,13,West,7,24x7 Security|Jogging Track|Lift|Garden|Power Backup|Children Play Area|Club House,Hiranandani,Resale,03-08-2023,189,Yes,No,1,Yes,NoBroker
RES103793,PROP501847,Jaipur,Rajasthan,Pratap Nagar,Apartment,2,2,3,1825,2099,2281,3851,7000000,70,Unfurnished,Ready to Move,11,26,20,South,8,Car Parking|24x7 Security|Power Backup|Club House|Lift|Jogging Track|Gym|Garden,Hiranandani,New Property,29-10-2024,110,Yes,Yes,1,Yes,Housing.com
RES103794,PROP502074,Bangalore,Karnataka,Electronic City,Penthouse,1,1,2,1599,1839,1999,8467,13500000,135,Semi-Furnished,Ready to Move,9,17,9,North-East,6,Jogging Track|Lift|Swimming Pool|Power Backup|Gym|Club House,Omaxe,New Property,16-02-2024,341,No,Yes,2,Yes,MagicBricks
RES103795,PROP504382,Kochi,Kerala,Zone A,Independent House,4,4,5,1959,2253,2449,3841,7500000,75,Furnished,New Launch,28,33,21,South-East,7,Garden|Swimming Pool|Club House|Jogging Track|Car Parking|24x7 Security|Lift,Tata Housing,New Property,21-12-2022,290,Yes,Yes,1,Yes,Housing.com
RES103796,PROP500161,Bhopal,Madhya Pradesh,Zone F,Builder Floor,2,2,3,1842,2118,2302,5110,9400000,94,Semi-Furnished,Ready to Move,3,8,18,South-West,7,Children Play Area|Jogging Track|Car Parking|Swimming Pool|Garden|Lift|Club House,Godrej Properties,Resale,06-10-2023,83,Yes,Yes,2,Yes,Owner
RES103797,PROP503270,Mumbai,Maharashtra,Kurla,Studio,3,3,4,1689,1942,2111,20139,34000000,340,Furnished,Ready to Move,13,40,21,West,6,Power Backup|Lift|24x7 Security|Jogging Track|Gym|Children Play Area,Emaar India,New Property,12-01-2024,142,Yes,No,1,Yes,MagicBricks
RES103798,PROP503544,Jaipur,Rajasthan,Jagatpura,Villa,3,3,4,2156,2479,2695,4505,9700000,97,Furnished,New Launch,4,5,3,South-East,7,Car Parking|Club House|24x7 Security|Garden|Power Backup|Children Play Area|Jogging Track,Lodha Group,New Property,16-11-2025,278,Yes,Yes,1,No,99acres
RES103799,PROP501108,Kochi,Kerala,Zone I,Villa,3,3,4,2140,2461,2675,4097,8800000,88,Semi-Furnished,New Launch,20,25,20,West,8,Lift|Garden|Swimming Pool|Power Backup|Children Play Area|Car Parking|Club House|24x7 Security,Raymond Realty,Resale,26-01-2023,69,No,Yes,0,Yes,Owner
RES103800,PROP500269,Hyderabad,Telangana,Nallagandla,Apartment,4,4,5,2446,2813,3058,7399,18100000,181,Furnished,New Launch,7,12,8,West,5,24x7 Security|Jogging Track|Lift|Club House|Car Parking,Tata Housing,Resale,01-03-2025,378,Yes,Yes,1,Yes,MagicBricks
RES103801,PROP504639,Bangalore,Karnataka,Marathahalli,Builder Floor,2,2,3,1785,2053,2231,7278,13000000,130,Furnished,New Launch,4,7,16,West,4,Gym|Club House|Swimming Pool|Children Play Area,Godrej Properties,New Property,04-06-2024,102,Yes,No,1,Yes,MagicBricks
RES103802,PROP502458,Jaipur,Rajasthan,Ajmer Road,Independent House,4,4,5,2120,2438,2650,4569,9700000,97,Furnished,Ready to Move,21,33,19,North-East,5,Club House|Car Parking|Gym|Jogging Track|Swimming Pool,Lodha Group,Resale,12-08-2023,313,No,Yes,2,No,NoBroker
RES103803,PROP505029,Pune,Maharashtra,Kothrud,Studio,3,3,4,1491,1715,1864,9297,13900000,139,Furnished,Under Construction,33,37,0,South-West,4,Car Parking|24x7 Security|Swimming Pool|Garden,Mahindra Lifespaces,New Property,03-01-2022,68,Yes,Yes,1,Yes,Owner
RES103804,PROP504696,Surat,Gujarat,Vesu,Penthouse,1,1,2,1310,1506,1638,4308,5600000,56,Semi-Furnished,New Launch,1,5,20,North,4,Car Parking|Lift|Jogging Track|24x7 Security,Shapoorji Pallonji,New Property,04-03-2025,313,Yes,Yes,1,No,NoBroker
RES103805,PROP501175,Kochi,Kerala,Zone F,Studio,2,2,3,1440,1656,1800,3696,5300000,53,Furnished,Ready to Move,4,10,22,West,8,Club House|Swimming Pool|Jogging Track|24x7 Security|Children Play Area|Car Parking|Lift|Gym,Emaar India,Resale,24-05-2022,216,Yes,Yes,0,Yes,Housing.com
RES103806,PROP502173,Delhi,Delhi,Pitampura,Apartment,1,1,2,1056,1214,1320,8669,9200000,92,Unfurnished,Under Construction,13,21,16,West,3,Jogging Track|Children Play Area|24x7 Security,Brigade Group,Resale,10-12-2024,155,Yes,Yes,0,Yes,99acres
RES103807,PROP500809,Jaipur,Rajasthan,Pratap Nagar,Builder Floor,2,2,3,1626,1870,2032,5247,8500000,85,Semi-Furnished,Ready to Move,12,18,14,South-East,5,Swimming Pool|24x7 Security|Gym|Children Play Area|Car Parking,Mahindra Lifespaces,New Property,15-01-2024,366,No,Yes,2,Yes,99acres
RES103808,PROP502620,Kochi,Kerala,Zone G,Penthouse,3,3,4,1617,1860,2021,3952,6400000,64,Furnished,Ready to Move,5,15,10,North,4,Swimming Pool|Club House|Lift|Power Backup,Omaxe,Resale,20-06-2022,313,Yes,Yes,2,Yes,MagicBricks
RES103809,PROP505812,Nagpur,Maharashtra,Zone E,Row House,4,4,5,2414,2776,3018,3574,8600000,86,Furnished,New Launch,13,34,0,South-West,5,Garden|Power Backup|Children Play Area|Swimming Pool|Lift,Raymond Realty,New Property,16-10-2022,35,Yes,Yes,2,Yes,NoBroker
RES103810,PROP504942,Indore,Madhya Pradesh,Zone A,Villa,2,2,3,1693,1947,2116,5350,9100000,91,Unfurnished,New Launch,5,34,13,North-East,4,Garden|Power Backup|Lift|Club House,Sobha Limited,Resale,28-04-2025,398,Yes,Yes,1,Yes,Housing.com
RES103811,PROP502873,Chennai,Tamil Nadu,Chromepet,Studio,3,3,4,2166,2491,2708,6854,14800000,148,Semi-Furnished,New Launch,19,19,10,North,8,Lift|Gym|Power Backup|Children Play Area|Club House|Garden|Swimming Pool|Car Parking,Hiranandani,New Property,04-12-2022,375,Yes,Yes,2,Yes,Housing.com
RES103812,PROP505154,Vadodara,Gujarat,Zone B,Builder Floor,3,3,4,1917,2205,2396,4209,8100000,81,Furnished,New Launch,1,11,4,South,8,Lift|24x7 Security|Power Backup|Gym|Jogging Track|Club House|Garden|Swimming Pool,Raymond Realty,Resale,18-02-2023,138,Yes,Yes,1,Yes,NoBroker
RES103813,PROP503062,Jaipur,Rajasthan,Vaishali Nagar,Builder Floor,3,3,4,2228,2562,2785,5035,11200000,112,Furnished,Under Construction,19,35,22,South-East,3,Swimming Pool|Car Parking|Children Play Area,Godrej Properties,New Property,31-01-2023,161,No,No,1,No,MagicBricks
RES103814,PROP502981,Mumbai,Maharashtra,Navi Mumbai,Builder Floor,2,2,3,1739,2000,2174,19227,33400000,334,Unfurnished,New Launch,16,33,10,North,5,Club House|24x7 Security|Jogging Track|Garden|Gym,Godrej Properties,New Property,23-04-2024,295,Yes,Yes,1,Yes,99acres
RES103815,PROP501996,Kochi,Kerala,Zone H,Apartment,5,5,5,2678,3080,3348,3395,9100000,91,Semi-Furnished,Under Construction,6,8,8,North,3,Gym|Club House|Power Backup,Brigade Group,Resale,03-09-2025,247,Yes,Yes,2,Yes,Housing.com
RES103816,PROP503929,Bhopal,Madhya Pradesh,Zone H,Penthouse,2,2,3,1733,1993,2166,4362,7600000,76,Furnished,Under Construction,1,38,13,South-East,4,Children Play Area|Swimming Pool|Car Parking|24x7 Security,Omaxe,Resale,27-01-2023,115,Yes,No,1,Yes,MagicBricks
RES103817,PROP504827,Bhopal,Madhya Pradesh,Zone I,Independent House,3,3,4,1908,2194,2385,3873,7400000,74,Unfurnished,Under Construction,3,12,2,East,8,Power Backup|24x7 Security|Car Parking|Jogging Track|Swimming Pool|Children Play Area|Club House|Lift,Tata Housing,Resale,28-08-2025,397,Yes,Yes,2,No,Housing.com
RES103818,PROP505051,Bangalore,Karnataka,Whitefield,Villa,1,1,2,1100,1265,1375,6924,7600000,76,Semi-Furnished,New Launch,12,25,8,North-West,4,Gym|Car Parking|24x7 Security|Club House,Hiranandani,New Property,01-10-2022,202,Yes,Yes,0,Yes,99acres
RES103819,PROP503702,Patna,Bihar,Zone A,Villa,4,4,5,2517,2895,3146,3442,8700000,87,Unfurnished,New Launch,22,39,24,East,5,Power Backup|Jogging Track|Gym|Club House|24x7 Security,Lodha Group,New Property,17-03-2024,127,Yes,Yes,1,Yes,Owner
RES103820,PROP505576,Kolkata,West Bengal,Rajarhat,Penthouse,2,2,3,1713,1970,2141,10816,18500000,185,Furnished,New Launch,11,37,3,South-East,4,Club House|24x7 Security|Lift|Car Parking,DLF,New Property,03-08-2022,265,No,Yes,1,Yes,99acres
RES103821,PROP501101,Delhi,Delhi,Connaught Place,Row House,5,5,5,2393,2752,2991,8280,19800000,198,Furnished,New Launch,4,20,16,South,6,Children Play Area|Garden|Lift|Car Parking|Swimming Pool|Power Backup,Tata Housing,Resale,17-01-2025,277,Yes,Yes,1,Yes,MagicBricks
RES103822,PROP504963,Surat,Gujarat,Adajan,Studio,1,1,2,1185,1363,1481,3972,4700000,47,Unfurnished,Ready to Move,2,22,17,North-West,3,Gym|Car Parking|24x7 Security,Sobha Limited,Resale,04-09-2024,174,Yes,No,1,No,NoBroker
RES103823,PROP502010,Kochi,Kerala,Zone B,Independent House,1,1,2,1574,1810,1968,4015,6300000,63,Furnished,New Launch,6,7,18,North-West,8,Gym|Garden|Swimming Pool|Club House|Car Parking|24x7 Security|Children Play Area|Lift,Raymond Realty,Resale,17-07-2025,359,Yes,No,1,Yes,NoBroker
RES103824,PROP504782,Kochi,Kerala,Zone J,Studio,1,1,2,1549,1781,1936,3652,5700000,57,Furnished,New Launch,5,20,2,South-West,3,Jogging Track|Lift|Children Play Area,Kolte Patil,Resale,23-01-2023,190,Yes,Yes,2,Yes,99acres
RES103825,PROP504714,Vadodara,Gujarat,Zone G,Apartment,2,2,3,1786,2054,2232,4625,8300000,83,Unfurnished,New Launch,25,27,20,North-West,8,Gym|Swimming Pool|24x7 Security|Children Play Area|Club House|Jogging Track|Car Parking|Lift,Emaar India,New Property,13-02-2024,274,No,Yes,1,No,Owner
RES103826,PROP500263,Visakhapatnam,Andhra Pradesh,Zone J,Row House,3,3,4,1901,2186,2376,4432,8400000,84,Unfurnished,New Launch,19,36,12,West,3,Car Parking|Club House|Swimming Pool,Kolte Patil,New Property,19-06-2025,355,No,No,2,Yes,Housing.com
RES103827,PROP502635,Visakhapatnam,Andhra Pradesh,Zone E,Villa,4,4,5,2211,2543,2764,3798,8400000,84,Furnished,Under Construction,24,24,24,South,3,Children Play Area|Car Parking|Power Backup,Tata Housing,New Property,25-02-2024,23,Yes,Yes,1,Yes,Housing.com
RES103828,PROP500460,Kolkata,West Bengal,Salt Lake,Row House,3,3,4,1504,1730,1880,7940,11900000,119,Unfurnished,Ready to Move,19,26,14,West,6,Gym|24x7 Security|Lift|Children Play Area|Power Backup|Club House,Hiranandani,New Property,24-03-2024,347,No,Yes,1,No,MagicBricks
RES103829,PROP505509,Mumbai,Maharashtra,Malad,Builder Floor,4,4,5,2104,2420,2630,17753,37400000,374,Unfurnished,Under Construction,10,18,8,North,8,Children Play Area|Club House|Lift|Garden|Jogging Track|Power Backup|Car Parking|24x7 Security,Sobha Limited,Resale,20-12-2023,5,Yes,Yes,1,Yes,99acres
RES103830,PROP500251,Vadodara,Gujarat,Zone F,Villa,1,1,2,1445,1662,1806,3826,5500000,55,Furnished,New Launch,13,27,16,South-West,6,Club House|Gym|Jogging Track|Lift|Car Parking|Swimming Pool,Omaxe,Resale,20-09-2024,303,Yes,Yes,1,Yes,NoBroker
RES103831,PROP500610,Lucknow,Uttar Pradesh,Zone E,Penthouse,2,2,3,1759,2023,2199,3791,6700000,67,Unfurnished,Under Construction,12,36,0,South-East,7,Children Play Area|Jogging Track|Garden|Swimming Pool|Power Backup|Lift|Car Parking,Hiranandani,Resale,24-09-2022,113,Yes,Yes,1,Yes,MagicBricks
RES103832,PROP502027,Visakhapatnam,Andhra Pradesh,Zone I,Row House,5,5,5,2815,3237,3519,3544,10000000,100,Semi-Furnished,Ready to Move,1,30,14,North-West,5,Garden|Swimming Pool|24x7 Security|Power Backup|Lift,Godrej Properties,New Property,25-03-2023,158,No,Yes,1,No,MagicBricks
RES103833,PROP505040,Ahmedabad,Gujarat,Thaltej,Independent House,3,3,4,2247,2584,2809,4042,9100000,91,Unfurnished,New Launch,3,28,9,South,5,Swimming Pool|Children Play Area|Power Backup|Garden|24x7 Security,Sobha Limited,Resale,18-01-2024,104,Yes,Yes,1,Yes,NoBroker
RES103834,PROP501165,Patna,Bihar,Zone H,Penthouse,4,4,5,2335,2685,2919,4282,10000000,100,Furnished,Ready to Move,29,34,4,North-West,8,Children Play Area|Lift|Club House|Gym|Jogging Track|Power Backup|24x7 Security|Swimming Pool,Lodha Group,Resale,24-09-2025,383,No,Yes,1,Yes,MagicBricks
RES103835,PROP502268,Bhopal,Madhya Pradesh,Zone F,Independent House,4,4,5,2334,2684,2918,4622,10800000,108,Semi-Furnished,Under Construction,1,32,18,South,4,Children Play Area|Lift|Car Parking|Power Backup,Lodha Group,Resale,30-09-2025,223,No,No,1,No,Housing.com
RES103836,PROP505579,Pune,Maharashtra,Wakad,Penthouse,2,2,3,1502,1727,1878,9202,13800000,138,Unfurnished,New Launch,2,2,22,South-West,7,Swimming Pool|Gym|Garden|Jogging Track|Club House|Lift|Power Backup,Lodha Group,Resale,02-06-2024,400,Yes,No,1,Yes,NoBroker
RES103837,PROP504044,Chennai,Tamil Nadu,Porur,Villa,1,1,2,1670,1920,2088,5441,9100000,91,Unfurnished,Under Construction,12,15,10,North-West,5,Car Parking|Children Play Area|Lift|Jogging Track|Garden,Tata Housing,Resale,11-10-2022,277,Yes,Yes,1,No,99acres
RES103838,PROP502033,Bangalore,Karnataka,Koramangala,Builder Floor,4,4,5,1870,2150,2338,8192,15300000,153,Unfurnished,New Launch,9,37,19,South-East,4,Gym|Children Play Area|Car Parking|Garden,Kolte Patil,Resale,28-05-2023,105,Yes,Yes,1,Yes,MagicBricks
RES103839,PROP501628,Lucknow,Uttar Pradesh,Zone E,Penthouse,3,3,4,2131,2451,2664,3315,7100000,71,Unfurnished,New Launch,2,22,10,South-West,7,Jogging Track|Car Parking|24x7 Security|Gym|Club House|Lift|Garden,Hiranandani,New Property,10-12-2025,102,Yes,No,1,Yes,Owner
RES103840,PROP502077,Jaipur,Rajasthan,Mansarovar,Villa,2,2,3,1608,1849,2010,4377,7000000,70,Semi-Furnished,New Launch,9,11,18,East,5,Car Parking|Power Backup|Children Play Area|24x7 Security|Garden,Shapoorji Pallonji,New Property,23-11-2025,116,Yes,Yes,1,No,Housing.com
RES103841,PROP505968,Vadodara,Gujarat,Zone J,Villa,3,3,4,2084,2397,2605,4495,9400000,94,Semi-Furnished,New Launch,1,5,18,East,3,Car Parking|Gym|Lift,DLF,Resale,19-03-2024,60,Yes,Yes,1,No,NoBroker
RES103842,PROP505223,Chennai,Tamil Nadu,Nungambakkam,Builder Floor,3,3,4,2263,2602,2829,5511,12500000,125,Semi-Furnished,Under Construction,22,35,9,North,7,Swimming Pool|Car Parking|24x7 Security|Power Backup|Garden|Children Play Area|Gym,Sobha Limited,New Property,04-08-2023,136,Yes,Yes,1,No,Owner
