rental_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,monthly_rent_inr,security_deposit_inr,deposit_months,maintenance_charges,total_monthly_cost,rent_per_sqft,furnishing_status,available_from,preferred_tenant,non_veg_allowed,pets_allowed,floor_number,total_floors,facing,parking,amenities_count,listing_date,broker_required,brokerage_percent,annual_rent_inr,listing_source
RNT202200,PROP505580,Visakhapatnam,Andhra Pradesh,Zone F,Apartment,3,3,4,2001,2301,15500,46500,3,3500,19000,7.75,Furnished,06-07-2025,Working Professionals,Yes,No,5,26,East,Yes,6,17-06-2024,No,0.5,186000,Owner
RNT202201,PROP505290,Ahmedabad,Gujarat,SG Highway,Builder Floor,5,5,5,2691,3095,28000,56000,2,0,28000,10.41,Unfurnished,25-06-2025,Bachelors,Yes,No,14,37,North-West,Yes,3,20-06-2025,No,0,336000,Owner
RNT202202,PROP501549,Indore,Madhya Pradesh,Zone G,Penthouse,4,4,5,2397,2757,18500,37000,2,3500,22000,7.72,Furnished,10-05-2024,Working Professionals,No,No,23,31,North,Yes,5,05-01-2023,No,1,222000,Owner
RNT202203,PROP504108,Hyderabad,Telangana,Miyapur,Independent House,2,2,3,1807,2078,23500,47000,2,2000,25500,13,Furnished,07-05-2025,Family,No,No,7,31,West,No,4,28-07-2025,Yes,0,282000,99acres
RNT202204,PROP502564,Pune,Maharashtra,Baner,Penthouse,1,1,2,1687,1940,20500,102500,5,2000,22500,12.15,Semi-Furnished,29-06-2024,Working Professionals,No,Yes,4,6,South-West,No,4,16-06-2024,Yes,0,246000,NoBroker
RNT202205,PROP505725,Nagpur,Maharashtra,Zone C,Apartment,5,5,5,2359,2713,18500,185000,10,1500,20000,7.84,Furnished,20-11-2024,Any,Yes,Yes,38,38,North,Yes,5,31-08-2024,Yes,0.5,222000,MagicBricks
RNT202206,PROP501810,Mumbai,Maharashtra,Bandra,Independent House,4,4,5,2357,2711,103000,1030000,10,1500,104500,43.7,Furnished,26-03-2025,Bachelors,No,No,13,16,West,Yes,5,02-01-2024,Yes,0,1236000,99acres
RNT202207,PROP501012,Ahmedabad,Gujarat,Gota,Studio,3,3,4,2116,2433,17000,51000,3,2500,19500,8.03,Furnished,16-04-2025,Bachelors,No,No,10,14,West,Yes,5,23-04-2025,No,1,204000,NoBroker
RNT202208,PROP505081,Surat,Gujarat,Bhatar,Row House,3,3,4,1452,1670,14000,84000,6,0,14000,9.64,Furnished,10-04-2025,Any,Yes,Yes,24,28,South-West,Yes,3,28-09-2023,Yes,0,168000,Housing.com
RNT202209,PROP501237,Pune,Maharashtra,Pashan,Penthouse,1,1,2,1098,1263,17500,175000,10,1500,19000,15.94,Semi-Furnished,16-11-2025,Working Professionals,Yes,No,25,25,South-East,Yes,6,26-12-2024,No,1,210000,99acres
RNT202210,PROP503579,Jaipur,Rajasthan,Malviya Nagar,Villa,1,1,2,1311,1508,9500,19000,2,2000,11500,7.25,Unfurnished,01-05-2024,Working Professionals,Yes,No,3,5,North-East,Yes,5,03-07-2025,No,0,114000,Housing.com
RNT202211,PROP501761,Hyderabad,Telangana,Manikonda,Studio,2,2,3,1955,2248,26500,265000,10,3000,29500,13.55,Furnished,19-05-2024,Bachelors,Yes,No,11,39,South-East,Yes,6,26-08-2024,No,1,318000,99acres
RNT202212,PROP502453,Bangalore,Karnataka,Whitefield,Penthouse,3,3,4,1798,2068,30500,152500,5,1500,32000,16.96,Unfurnished,31-03-2024,Bachelors,Yes,Yes,10,10,North-West,Yes,4,26-08-2024,No,0,366000,NoBroker
RNT202213,PROP500457,Indore,Madhya Pradesh,Zone I,Builder Floor,2,2,3,1621,1864,14000,70000,5,2500,16500,8.64,Unfurnished,27-11-2024,Any,Yes,No,4,34,South-East,Yes,7,27-06-2024,Yes,2,168000,99acres
RNT202214,PROP503004,Hyderabad,Telangana,Banjara Hills,Villa,4,4,5,2254,2592,31000,62000,2,0,31000,13.75,Semi-Furnished,16-05-2024,Any,No,No,2,30,West,No,7,10-02-2025,No,0,372000,NoBroker
RNT202215,PROP500755,Chennai,Tamil Nadu,Perambur,Penthouse,3,3,4,1985,2283,22000,110000,5,2500,24500,11.08,Unfurnished,27-03-2025,Bachelors,Yes,No,3,28,North,Yes,3,07-05-2024,Yes,1,264000,MagicBricks
RNT202216,PROP500117,Chennai,Tamil Nadu,Ambattur,Studio,5,5,5,2542,2923,34000,68000,2,2500,36500,13.38,Furnished,28-07-2024,Working Professionals,Yes,No,2,3,North-East,No,8,07-03-2023,No,0.5,408000,NoBroker
RNT202217,PROP503114,Chandigarh,Chandigarh,Zone E,Penthouse,3,3,4,1945,2237,15500,77500,5,0,15500,7.97,Unfurnished,16-07-2024,Family,No,No,1,4,South,No,5,09-07-2024,No,0,186000,NoBroker
RNT202218,PROP501709,Surat,Gujarat,Udhna,Row House,2,2,3,1704,1960,12500,37500,3,3000,15500,7.34,Semi-Furnished,15-05-2024,Family,Yes,No,5,33,North-West,No,7,14-06-2023,Yes,0,150000,Owner
RNT202219,PROP503000,Vadodara,Gujarat,Zone J,Row House,3,3,4,1991,2290,16000,96000,6,2000,18000,8.04,Furnished,30-05-2025,Any,Yes,Yes,2,5,North,Yes,3,21-01-2024,Yes,2,192000,99acres
RNT202220,PROP501563,Vadodara,Gujarat,Zone D,Penthouse,1,1,2,1333,1533,11000,110000,10,2000,13000,8.25,Semi-Furnished,16-04-2024,Family,No,No,2,27,East,Yes,3,07-05-2025,Yes,0,132000,NoBroker
RNT202221,PROP502698,Delhi,Delhi,Connaught Place,Independent House,3,3,4,2230,2564,40500,121500,3,3500,44000,18.16,Semi-Furnished,18-06-2025,Any,Yes,No,21,23,North-East,Yes,6,08-12-2024,Yes,0,486000,Owner
RNT202222,PROP504929,Ahmedabad,Gujarat,Chandkheda,Builder Floor,3,3,4,2043,2349,15500,93000,6,1500,17000,7.59,Semi-Furnished,23-01-2025,Bachelors,Yes,No,19,26,South,Yes,5,03-02-2024,Yes,0,186000,Owner
RNT202223,PROP502336,Visakhapatnam,Andhra Pradesh,Zone D,Builder Floor,3,3,4,1711,1968,13500,40500,3,3000,16500,7.89,Unfurnished,25-06-2024,Bachelors,Yes,No,12,26,South-East,Yes,4,26-04-2023,No,0,162000,Owner
RNT202224,PROP502992,Chandigarh,Chandigarh,Zone C,Penthouse,2,2,3,1801,2071,12000,120000,10,2000,14000,6.66,Furnished,28-12-2025,Family,Yes,No,34,39,North-East,Yes,8,10-04-2025,Yes,1,144000,Owner
RNT202225,PROP504876,Jaipur,Rajasthan,Pratap Nagar,Builder Floor,5,5,5,2357,2711,14000,42000,3,2500,16500,5.94,Semi-Furnished,22-03-2024,Working Professionals,Yes,No,5,14,East,Yes,6,16-01-2025,Yes,1,168000,Owner
RNT202226,PROP504503,Indore,Madhya Pradesh,Zone A,Apartment,2,2,3,1665,1915,11500,69000,6,3000,14500,6.91,Unfurnished,24-02-2024,Family,Yes,No,22,27,South-East,Yes,8,04-05-2024,No,0,138000,NoBroker
RNT202227,PROP505331,Nagpur,Maharashtra,Zone D,Studio,2,2,3,1577,1814,11000,66000,6,1500,12500,6.98,Unfurnished,26-11-2024,Family,No,No,2,6,West,Yes,8,09-04-2024,Yes,1,132000,Owner
RNT202228,PROP500197,Indore,Madhya Pradesh,Zone F,Studio,2,2,3,1801,2071,13500,135000,10,2000,15500,7.5,Semi-Furnished,28-09-2025,Family,Yes,No,1,13,South-East,Yes,4,13-09-2025,No,2,162000,99acres
RNT202229,PROP500504,Indore,Madhya Pradesh,Zone B,Builder Floor,3,3,4,2219,2552,17000,85000,5,3500,20500,7.66,Semi-Furnished,03-01-2025,Any,Yes,No,7,17,North-West,Yes,5,21-01-2023,No,0,204000,Housing.com
RNT202230,PROP502039,Lucknow,Uttar Pradesh,Zone E,Apartment,5,5,5,2286,2629,20500,41000,2,1500,22000,8.97,Unfurnished,14-05-2024,Family,No,No,2,35,South-West,Yes,3,06-10-2025,Yes,2,246000,NoBroker
RNT202231,PROP505285,Kochi,Kerala,Zone H,Builder Floor,4,4,5,2123,2441,16500,99000,6,2000,18500,7.77,Semi-Furnished,14-11-2024,Working Professionals,Yes,No,14,17,East,No,4,17-05-2024,No,1,198000,Housing.com
RNT202232,PROP504536,Chennai,Tamil Nadu,Perambur,Row House,3,3,4,2104,2420,26500,159000,6,2000,28500,12.6,Semi-Furnished,07-11-2024,Bachelors,No,Yes,2,19,North-West,Yes,7,12-06-2023,Yes,0,318000,NoBroker
RNT202233,PROP505960,Hyderabad,Telangana,Kondapur,Apartment,3,3,4,2120,2438,24000,48000,2,0,24000,11.32,Semi-Furnished,03-03-2025,Bachelors,Yes,No,1,28,North-East,Yes,3,17-02-2024,No,0,288000,Owner
RNT202234,PROP502349,Bangalore,Karnataka,Indiranagar,Penthouse,2,2,3,1808,2079,23000,69000,3,2000,25000,12.72,Furnished,01-02-2024,Bachelors,Yes,No,4,7,South-East,No,5,02-08-2024,No,0,276000,99acres
RNT202235,PROP505949,Pune,Maharashtra,Viman Nagar,Penthouse,1,1,2,1093,1257,20000,40000,2,2000,22000,18.3,Semi-Furnished,05-05-2024,Family,No,No,4,8,West,Yes,8,03-01-2023,Yes,1,240000,99acres
RNT202236,PROP505516,Hyderabad,Telangana,Banjara Hills,Villa,5,5,5,2443,2809,40000,200000,5,1500,41500,16.37,Semi-Furnished,23-02-2025,Family,No,No,22,25,South-East,No,7,14-03-2025,No,1,480000,Housing.com
RNT202237,PROP504083,Kochi,Kerala,Zone C,Apartment,3,3,4,2290,2634,11500,57500,5,0,11500,5.02,Semi-Furnished,02-02-2024,Family,No,No,1,40,South-East,Yes,3,18-10-2023,No,2,138000,99acres
RNT202238,PROP502938,Delhi,Delhi,Vasant Kunj,Penthouse,2,2,3,1489,1712,26000,156000,6,3000,29000,17.46,Unfurnished,09-12-2025,Working Professionals,No,No,31,40,North-East,Yes,7,15-10-2023,No,1,312000,Housing.com
RNT202239,PROP500747,Indore,Madhya Pradesh,Zone A,Builder Floor,3,3,4,1822,2095,14000,140000,10,3000,17000,7.68,Unfurnished,31-05-2025,Family,No,No,15,26,South-East,Yes,4,24-02-2023,Yes,0.5,168000,Owner
RNT202240,PROP505923,Delhi,Delhi,Rohini,Independent House,3,3,4,2147,2469,38500,115500,3,0,38500,17.93,Unfurnished,20-12-2025,Working Professionals,No,No,14,40,East,No,8,15-05-2024,Yes,2,462000,Housing.com
RNT202241,PROP503514,Indore,Madhya Pradesh,Zone E,Builder Floor,1,1,2,1308,1504,7500,22500,3,3000,10500,5.73,Semi-Furnished,29-10-2025,Working Professionals,No,Yes,11,13,North-East,Yes,4,14-12-2024,Yes,0,90000,Housing.com
RNT202242,PROP505771,Indore,Madhya Pradesh,Zone D,Studio,5,5,5,2355,2708,23500,141000,6,0,23500,9.98,Unfurnished,09-04-2025,Family,No,No,2,13,South-East,Yes,8,10-03-2024,No,1,282000,Housing.com
RNT202243,PROP504688,Nagpur,Maharashtra,Zone A,Studio,3,3,4,1728,1987,11000,33000,3,3000,14000,6.37,Furnished,08-11-2024,Working Professionals,Yes,No,10,11,North-East,Yes,5,11-04-2023,Yes,1,132000,MagicBricks
RNT202244,PROP505197,Jaipur,Rajasthan,Mansarovar,Penthouse,3,3,4,2231,2566,17500,35000,2,3000,20500,7.84,Semi-Furnished,21-05-2025,Any,Yes,No,14,21,East,Yes,8,12-03-2024,No,0,210000,MagicBricks
RNT202245,PROP504179,Bangalore,Karnataka,Electronic City,Villa,1,1,2,1195,1374,20500,205000,10,2500,23000,17.15,Furnished,10-11-2024,Any,No,No,15,24,South-East,No,5,16-07-2025,Yes,1,246000,Housing.com
RNT202246,PROP500599,Surat,Gujarat,Udhna,Row House,3,3,4,1860,2139,13000,26000,2,1500,14500,6.99,Semi-Furnished,08-05-2025,Any,Yes,No,28,37,North-East,No,3,17-02-2024,Yes,0,156000,Owner
RNT202247,PROP503871,Ahmedabad,Gujarat,SG Highway,Independent House,1,1,2,1446,1663,13500,40500,3,1500,15000,9.34,Semi-Furnished,09-10-2024,Any,No,Yes,16,21,South-West,Yes,6,26-08-2024,No,0.5,162000,MagicBricks
RNT202248,PROP500994,Coimbatore,Tamil Nadu,Zone J,Penthouse,2,2,3,1621,1864,16000,96000,6,3000,19000,9.87,Unfurnished,08-10-2025,Any,Yes,No,2,40,West,Yes,8,05-02-2023,Yes,0.5,192000,NoBroker
RNT202249,PROP503134,Visakhapatnam,Andhra Pradesh,Zone C,Apartment,3,3,4,1847,2124,11500,115000,10,3000,14500,6.23,Furnished,14-03-2025,Family,Yes,Yes,12,17,North-East,Yes,5,19-01-2024,Yes,0,138000,MagicBricks
RNT202250,PROP503889,Nagpur,Maharashtra,Zone G,Builder Floor,1,1,2,1065,1225,13000,130000,10,3000,16000,12.21,Furnished,27-12-2024,Working Professionals,No,No,14,35,West,Yes,5,30-01-2025,No,1,156000,MagicBricks
RNT202251,PROP502381,Surat,Gujarat,Adajan,Independent House,1,1,2,1433,1648,12000,24000,2,0,12000,8.37,Semi-Furnished,28-09-2024,Family,Yes,Yes,16,33,South,Yes,5,16-09-2024,No,0,144000,Housing.com
RNT202252,PROP503071,Coimbatore,Tamil Nadu,Zone G,Studio,3,3,4,1589,1827,12500,25000,2,2500,15000,7.87,Semi-Furnished,01-06-2024,Working Professionals,Yes,No,25,32,South,Yes,8,27-09-2024,Yes,0.5,150000,MagicBricks
RNT202253,PROP501708,Indore,Madhya Pradesh,Zone B,Penthouse,1,1,2,1688,1941,7500,37500,5,3500,11000,4.44,Unfurnished,29-04-2025,Working Professionals,No,No,12,13,South-East,No,3,02-05-2024,Yes,0,90000,99acres
RNT202254,PROP503091,Patna,Bihar,Zone I,Penthouse,2,2,3,1596,1835,17000,102000,6,0,17000,10.65,Semi-Furnished,02-08-2025,Family,Yes,No,8,34,South,No,5,11-12-2025,No,2,204000,Housing.com
RNT202255,PROP503308,Bhopal,Madhya Pradesh,Zone G,Builder Floor,2,2,3,1556,1789,11000,110000,10,3000,14000,7.07,Furnished,31-10-2024,Working Professionals,No,No,12,12,South,Yes,4,06-11-2023,No,0,132000,Housing.com
RNT202256,PROP500045,Coimbatore,Tamil Nadu,Zone E,Row House,5,5,5,2586,2974,19000,190000,10,1500,20500,7.35,Furnished,13-12-2025,Any,No,No,16,25,South-East,Yes,8,09-05-2024,No,0,228000,Owner
RNT202257,PROP503183,Vadodara,Gujarat,Zone A,Apartment,3,3,4,2131,2451,13000,26000,2,3500,16500,6.1,Semi-Furnished,03-05-2025,Any,Yes,No,1,22,South-East,Yes,5,06-08-2023,No,0,156000,Owner
RNT202258,PROP505316,Kochi,Kerala,Zone E,Studio,5,5,5,2963,3407,19000,114000,6,2500,21500,6.41,Furnished,28-11-2024,Any,Yes,No,13,27,West,Yes,5,07-11-2023,No,1,228000,Housing.com
RNT202259,PROP500474,Vadodara,Gujarat,Zone G,Penthouse,4,4,5,2283,2625,16500,165000,10,2000,18500,7.23,Semi-Furnished,07-09-2024,Any,No,No,1,3,South-West,Yes,8,13-09-2025,Yes,0,198000,NoBroker
RNT202260,PROP504872,Vadodara,Gujarat,Zone B,Row House,3,3,4,2189,2517,14000,84000,6,1500,15500,6.4,Unfurnished,13-11-2024,Bachelors,No,No,18,23,North-West,No,3,14-06-2025,No,0,168000,Owner
RNT202261,PROP500711,Surat,Gujarat,Dindoli,Studio,3,3,4,2010,2312,14000,140000,10,3500,17500,6.97,Semi-Furnished,28-09-2024,Bachelors,No,No,17,36,North-West,Yes,6,06-07-2025,Yes,2,168000,99acres
RNT202262,PROP505941,Bhopal,Madhya Pradesh,Zone G,Builder Floor,2,2,3,1971,2267,11500,69000,6,2500,14000,5.83,Furnished,20-07-2024,Any,Yes,No,3,10,West,Yes,3,21-04-2023,No,2,138000,Housing.com
RNT202263,PROP502984,Chandigarh,Chandigarh,Zone G,Villa,3,3,4,1977,2274,16500,33000,2,1500,18000,8.35,Furnished,25-10-2024,Working Professionals,Yes,No,10,13,South-West,Yes,3,23-08-2024,No,0,198000,MagicBricks
RNT202264,PROP505571,Chandigarh,Chandigarh,Zone C,Apartment,3,3,4,1757,2021,16000,160000,10,3000,19000,9.11,Furnished,18-02-2024,Family,Yes,No,22,39,East,Yes,6,04-12-2025,No,0,192000,99acres
RNT202265,PROP504976,Chennai,Tamil Nadu,T Nagar,Apartment,4,4,5,2438,2804,23000,230000,10,0,23000,9.43,Furnished,06-07-2025,Any,No,No,9,13,North-West,No,6,01-05-2025,Yes,0.5,276000,NoBroker
RNT202266,PROP505650,Chennai,Tamil Nadu,Velachery,Villa,5,5,5,2641,3037,33000,330000,10,3500,36500,12.5,Semi-Furnished,21-02-2025,Working Professionals,Yes,No,20,33,South,Yes,3,18-07-2025,Yes,0,396000,Housing.com
RNT202267,PROP503203,Indore,Madhya Pradesh,Zone A,Villa,2,2,3,1842,2118,10000,50000,5,2500,12500,5.43,Unfurnished,09-05-2025,Bachelors,Yes,No,27,29,North-West,Yes,4,07-09-2025,Yes,1,120000,NoBroker
RNT202268,PROP500113,Coimbatore,Tamil Nadu,Zone B,Villa,2,2,3,1827,2101,12500,25000,2,0,12500,6.84,Furnished,13-11-2024,Any,Yes,Yes,16,17,North-West,No,6,25-09-2024,Yes,0.5,150000,Owner
RNT202269,PROP504729,Chandigarh,Chandigarh,Zone G,Villa,5,5,5,2759,3173,17000,170000,10,2500,19500,6.16,Semi-Furnished,18-02-2024,Family,No,No,33,33,North-East,No,5,27-06-2024,Yes,0.5,204000,MagicBricks
RNT202270,PROP500938,Surat,Gujarat,Citylight,Independent House,2,2,3,1481,1703,13500,67500,5,2500,16000,9.12,Furnished,19-04-2024,Working Professionals,Yes,No,3,19,West,Yes,8,22-05-2025,Yes,2,162000,Owner
RNT202271,PROP501099,Lucknow,Uttar Pradesh,Zone B,Penthouse,2,2,3,1603,1843,9500,95000,10,3000,12500,5.93,Unfurnished,27-01-2025,Working Professionals,Yes,No,34,40,South-East,No,5,17-01-2024,No,1,114000,Owner
RNT202272,PROP501952,Visakhapatnam,Andhra Pradesh,Zone C,Villa,1,1,2,1400,1610,11500,115000,10,0,11500,8.21,Unfurnished,27-02-2025,Family,No,No,3,32,North-West,No,7,21-08-2025,Yes,0,138000,Housing.com
RNT202273,PROP501405,Vadodara,Gujarat,Zone B,Apartment,3,3,4,2152,2475,15000,90000,6,2000,17000,6.97,Unfurnished,02-07-2024,Any,Yes,No,8,20,East,Yes,8,01-05-2025,Yes,1,180000,NoBroker
RNT202274,PROP505719,Coimbatore,Tamil Nadu,Zone D,Independent House,5,5,5,2579,2966,18000,108000,6,3000,21000,6.98,Semi-Furnished,13-07-2024,Bachelors,Yes,No,14,22,East,Yes,3,31-01-2024,No,1,216000,NoBroker
RNT202275,PROP504603,Chandigarh,Chandigarh,Zone E,Penthouse,3,3,4,1881,2163,14000,84000,6,3500,17500,7.44,Semi-Furnished,19-01-2024,Family,No,Yes,2,3,East,Yes,7,21-03-2023,Yes,0.5,168000,99acres
RNT202276,PROP505379,Chennai,Tamil Nadu,Anna Nagar,Studio,1,1,2,1322,1520,13500,81000,6,0,13500,10.21,Semi-Furnished,16-05-2024,Any,No,No,10,24,North-West,Yes,6,05-10-2024,Yes,0,162000,NoBroker
RNT202277,PROP502539,Pune,Maharashtra,Hadapsar,Penthouse,2,2,3,1702,1957,31000,310000,10,0,31000,18.21,Semi-Furnished,23-07-2025,Bachelors,Yes,No,18,40,West,Yes,5,28-06-2025,Yes,1,372000,Owner
RNT202278,PROP505503,Bhopal,Madhya Pradesh,Zone G,Apartment,1,1,2,1507,1733,10000,50000,5,2500,12500,6.64,Furnished,20-06-2024,Working Professionals,Yes,No,5,31,South-West,Yes,8,12-03-2025,Yes,0,120000,NoBroker
RNT202279,PROP505711,Hyderabad,Telangana,Jubilee Hills,Villa,3,3,4,1980,2277,23000,46000,2,3500,26500,11.62,Furnished,03-04-2024,Working Professionals,Yes,No,10,37,South-West,Yes,7,27-07-2023,Yes,0,276000,Housing.com
RNT202280,PROP501619,Bhopal,Madhya Pradesh,Zone D,Row House,1,1,2,1211,1393,14000,42000,3,2500,16500,11.56,Unfurnished,17-08-2025,Family,No,No,13,26,West,Yes,5,04-06-2023,No,1,168000,Owner
RNT202281,PROP500395,Lucknow,Uttar Pradesh,Zone G,Villa,3,3,4,2310,2656,11500,69000,6,3000,14500,4.98,Furnished,24-10-2025,Family,No,Yes,4,12,East,Yes,8,26-09-2025,No,0,138000,MagicBricks
RNT202282,PROP501477,Jaipur,Rajasthan,C Scheme,Villa,3,3,4,2065,2375,16000,48000,3,2500,18500,7.75,Semi-Furnished,19-11-2024,Bachelors,No,No,6,6,South-East,Yes,6,26-01-2023,Yes,0,192000,Housing.com
RNT202283,PROP504562,Kolkata,West Bengal,Ballygunge,Villa,1,1,2,1786,2054,11500,34500,3,3500,15000,6.44,Furnished,17-12-2024,Any,Yes,No,7,33,North-West,No,4,25-09-2025,No,0.5,138000,Housing.com
RNT202284,PROP503232,Lucknow,Uttar Pradesh,Zone H,Builder Floor,3,3,4,2167,2492,15000,75000,5,1500,16500,6.92,Furnished,09-02-2025,Family,Yes,Yes,7,25,West,Yes,5,19-10-2024,Yes,0,180000,Owner
RNT202285,PROP505484,Patna,Bihar,Zone J,Studio,1,1,2,1120,1288,9500,57000,6,3500,13000,8.48,Furnished,21-09-2025,Family,No,No,18,21,North,Yes,6,30-03-2024,Yes,2,114000,99acres
RNT202286,PROP501608,Pune,Maharashtra,Hadapsar,Apartment,3,3,4,1886,2169,24500,147000,6,1500,26000,12.99,Semi-Furnished,16-06-2025,Family,No,Yes,3,8,North-East,Yes,3,16-09-2023,Yes,0.5,294000,99acres
RNT202287,PROP501266,Mumbai,Maharashtra,Andheri,Studio,2,2,3,1873,2154,67500,135000,2,2000,69500,36.04,Semi-Furnished,27-03-2025,Any,Yes,No,7,10,South-West,Yes,7,18-03-2024,No,0,810000,Owner
RNT202288,PROP504147,Lucknow,Uttar Pradesh,Zone B,Apartment,3,3,4,2212,2544,14500,72500,5,1500,16000,6.56,Semi-Furnished,20-12-2025,Working Professionals,No,No,13,24,South-East,Yes,3,02-01-2023,Yes,1,174000,Owner
RNT202289,PROP500673,Kolkata,West Bengal,Dumdum,Apartment,2,2,3,1163,1337,19000,57000,3,3500,22500,16.34,Unfurnished,20-05-2024,Family,Yes,Yes,28,30,North-East,Yes,4,12-03-2024,No,0,228000,Owner
RNT202290,PROP500724,Chandigarh,Chandigarh,Zone B,Villa,2,2,3,1736,1996,9500,47500,5,2000,11500,5.47,Furnished,02-02-2024,Bachelors,Yes,No,29,34,North-East,Yes,6,27-06-2023,Yes,0.5,114000,99acres
RNT202291,PROP503119,Coimbatore,Tamil Nadu,Zone A,Studio,3,3,4,1933,2223,15500,31000,2,2000,17500,8.02,Furnished,21-10-2024,Family,Yes,No,30,31,West,Yes,4,22-09-2025,Yes,0,186000,NoBroker
RNT202292,PROP504441,Delhi,Delhi,Pitampura,Apartment,3,3,4,1997,2297,36500,219000,6,2500,39000,18.28,Furnished,07-09-2024,Bachelors,Yes,Yes,14,25,South-West,Yes,6,16-03-2023,No,0,438000,Housing.com
RNT202293,PROP503330,Hyderabad,Telangana,Banjara Hills,Villa,4,4,5,2029,2333,39500,395000,10,1500,41000,19.47,Furnished,03-01-2025,Working Professionals,Yes,No,22,40,South,Yes,8,05-01-2023,No,2,474000,Owner
RNT202294,PROP503288,Mumbai,Maharashtra,Lower Parel,Builder Floor,3,3,4,2319,2667,44500,445000,10,2500,47000,19.19,Unfurnished,12-05-2024,Working Professionals,No,No,22,23,East,Yes,5,24-09-2025,Yes,2,534000,99acres
RNT202295,PROP501419,Indore,Madhya Pradesh,Zone A,Villa,4,4,5,2536,2916,18500,37000,2,3000,21500,7.29,Unfurnished,26-02-2025,Any,Yes,No,15,27,East,Yes,4,05-09-2024,Yes,0,222000,MagicBricks
RNT202296,PROP505478,Surat,Gujarat,Dindoli,Villa,3,3,4,2151,2474,16500,49500,3,2000,18500,7.67,Unfurnished,16-09-2024,Any,Yes,Yes,19,20,South-East,Yes,6,07-02-2024,Yes,2,198000,Owner
RNT202297,PROP500917,Delhi,Delhi,Rohini,Villa,3,3,4,2268,2608,35000,105000,3,0,35000,15.43,Furnished,21-01-2025,Bachelors,Yes,No,2,6,North-East,Yes,8,27-04-2025,No,1,420000,99acres
RNT202298,PROP500050,Visakhapatnam,Andhra Pradesh,Zone J,Apartment,5,5,5,2689,3092,18500,37000,2,2500,21000,6.88,Furnished,26-01-2024,Any,Yes,No,11,15,West,No,4,28-05-2023,No,0,222000,NoBroker
RNT202299,PROP502163,Vadodara,Gujarat,Zone A,Penthouse,3,3,4,2282,2624,15000,150000,10,3000,18000,6.57,Furnished,02-12-2024,Bachelors,No,Yes,1,30,North-East,Yes,3,27-02-2024,Yes,2,180000,NoBroker
RNT202300,PROP503140,Jaipur,Rajasthan,Sirsi Road,Independent House,2,2,3,1827,2101,13000,65000,5,0,13000,7.12,Unfurnished,01-07-2024,Working Professionals,No,No,7,39,North-East,Yes,6,01-01-2023,Yes,0,156000,Owner
RNT202301,PROP502067,Bhopal,Madhya Pradesh,Zone E,Builder Floor,2,2,3,1838,2114,12000,120000,10,0,12000,6.53,Semi-Furnished,28-09-2024,Working Professionals,Yes,Yes,4,19,South-East,No,7,08-05-2025,Yes,0,144000,99acres
RNT202302,PROP503678,Mumbai,Maharashtra,Thane,Builder Floor,3,3,4,2048,2355,60000,120000,2,2500,62500,29.3,Unfurnished,04-10-2025,Working Professionals,No,No,2,2,South-East,No,7,18-04-2024,Yes,1,720000,MagicBricks
RNT202303,PROP500448,Chennai,Tamil Nadu,Chromepet,Builder Floor,3,3,4,1822,2095,27500,275000,10,2000,29500,15.09,Unfurnished,01-03-2025,Any,No,No,22,30,South-East,No,6,18-11-2025,Yes,0,330000,Owner
RNT202304,PROP502134,Hyderabad,Telangana,Madhapur,Villa,3,3,4,2289,2632,33000,99000,3,2000,35000,14.42,Unfurnished,11-01-2025,Working Professionals,Yes,No,29,31,North,No,3,30-05-2024,No,0,396000,MagicBricks
RNT202305,PROP504747,Chennai,Tamil Nadu,Perambur,Studio,4,4,5,2157,2481,27000,54000,2,2500,29500,12.52,Unfurnished,07-07-2024,Bachelors,No,Yes,3,11,North-East,Yes,7,18-04-2023,No,0,324000,99acres
RNT202306,PROP502998,Pune,Maharashtra,Undri,Studio,5,5,5,2775,3191,46500,232500,5,3500,50000,16.76,Unfurnished,31-07-2025,Family,Yes,Yes,17,26,North,Yes,3,03-10-2024,Yes,0,558000,Owner
RNT202307,PROP505932,Kolkata,West Bengal,Dumdum,Penthouse,3,3,4,2029,2333,25000,50000,2,0,25000,12.32,Furnished,23-07-2025,Family,Yes,No,3,7,South-East,Yes,5,01-06-2024,Yes,2,300000,NoBroker
RNT202308,PROP500274,Jaipur,Rajasthan,Pratap Nagar,Row House,3,3,4,1966,2261,15000,75000,5,1500,16500,7.63,Semi-Furnished,27-08-2025,Family,Yes,Yes,9,9,West,Yes,8,23-05-2024,No,2,180000,Owner
RNT202309,PROP504150,Lucknow,Uttar Pradesh,Zone J,Builder Floor,5,5,5,2471,2842,16000,160000,10,1500,17500,6.48,Furnished,19-02-2024,Family,No,No,2,11,South-East,No,5,24-09-2023,Yes,0,192000,Housing.com
RNT202310,PROP505287,Indore,Madhya Pradesh,Zone C,Apartment,3,3,4,2217,2550,13500,27000,2,1500,15000,6.09,Furnished,27-01-2025,Bachelors,Yes,Yes,9,10,South-East,Yes,7,18-03-2025,No,0,162000,99acres
