transaction_id,property_id,listing_id,city,state,locality,property_type,bhk,carpet_area_sqft,built_up_area_sqft,listed_price_inr,sale_price_inr,price_per_sqft,discount_percent,sale_date,sale_year,sale_quarter,stamp_duty_percent,stamp_duty_inr,registration_charges_inr,total_transaction_cost,transaction_type,financing_type,loan_amount_inr,builder_name,possession_status,age_of_property_years,yoy_price_appreciation_pct,cap_rate_percent,rera_registered,facing,floor_number,market_segment
TXN302313,PROP500696,RES100115,Bhopal,Madhya Pradesh,Zone E,Villa,3,2240,2576,7400000,7230000,3228,2.24,2023-02-16,2023,Q1,4,289200,72300,7591500,New Property,Institutional,5200238,Lodha Group,New Launch,2,4.07,5.69,Yes,West,3,Mid
TXN302314,PROP503312,RES104723,Patna,Bihar,Zone I,Builder Floor,5,2564,2949,9200000,9050000,3530,1.63,2026-06-05,2026,Q2,6,543000,90500,9683500,Resale,Institutional,7357726,Lodha Group,Ready to Move,10,0.22,2.74,No,South-West,2,Mid
TXN302315,PROP500455,RES106673,Kochi,Kerala,Zone F,Builder Floor,4,2191,2520,8900000,8800000,4016,1.16,2023-04-02,2023,Q2,5,440000,88000,9328000,New Property,Cash,6941720,Phoenix Mills,Ready to Move,21,9.48,2.82,Yes,West,2,Mid
TXN302316,PROP501107,RES102991,Pune,Maharashtra,Wakad,Villa,2,1483,1705,14000000,13160000,8874,6.01,2024-01-06,2024,Q1,4,526400,131600,13818000,Resale,Institutional,9977476,Phoenix Mills,Ready to Move,7,17.71,6.13,Yes,South,1,Mid
TXN302317,PROP505567,RES100488,Kochi,Kerala,Zone D,Villa,2,1341,1542,5600000,5100000,3803,8.95,2025-05-05,2025,Q2,5,255000,51000,5406000,New Property,NRI,0,DLF,Under Construction,5,0.07,2.69,Yes,North-East,1,Mid
TXN302318,PROP502842,RES100618,Pune,Maharashtra,Baner,Independent House,2,1789,2057,13400000,13010000,7272,2.9,2026-02-14,2026,Q1,5,650500,130100,13790600,New Property,NRI,9324289,Kolte Patil,Ready to Move,16,12.05,5.07,Yes,South-East,17,Mid
TXN302319,PROP503702,RES102096,Patna,Bihar,Zone A,Villa,4,2517,2895,9300000,8990000,3572,3.35,2026-01-03,2026,Q1,5,449500,89900,9529400,New Property,NRI,0,Lodha Group,New Launch,25,5.49,4.99,Yes,East,22,Mid
TXN302320,PROP501919,RES103058,Chandigarh,Chandigarh,Zone I,Studio,3,1957,2251,8000000,7440000,3802,6.98,2023-09-29,2023,Q3,4,297600,74400,7812000,Resale,Home Loan,0,Godrej Properties,New Launch,0,14.85,6.13,Yes,North,7,Mid
TXN302321,PROP503464,RES103749,Pune,Maharashtra,Undri,Row House,2,1599,1839,15800000,14500000,9068,8.23,2025-08-31,2025,Q3,7,1015000,145000,15660000,Resale,Institutional,11413741,Brigade Group,Ready to Move,16,8.16,6.37,Yes,North-East,1,Mid
TXN302322,PROP502491,RES101760,Kochi,Kerala,Zone J,Row House,2,1512,1739,5000000,4570000,3022,8.53,2025-03-20,2025,Q1,6,274200,45700,4889900,Resale,NRI,0,Raymond Realty,Under Construction,3,11.33,4.87,Yes,South-West,4,Affordable
TXN302323,PROP502194,RES103265,Nagpur,Maharashtra,Zone E,Builder Floor,5,2382,2739,8900000,8820000,3703,0.91,2024-01-22,2024,Q1,6,529200,88200,9437400,New Property,Institutional,7012595,Tata Housing,New Launch,5,3.77,4.98,Yes,West,5,Mid
TXN302324,PROP501325,RES106348,Visakhapatnam,Andhra Pradesh,Zone H,Villa,1,1526,1755,5900000,5500000,3604,6.85,2022-06-14,2022,Q2,6,330000,55000,5885000,Resale,Institutional,4407557,Emaar India,Ready to Move,7,7.61,4.29,Yes,South-West,2,Mid
TXN302325,PROP504125,RES105096,Chandigarh,Chandigarh,Zone H,Builder Floor,1,1267,1457,4900000,4480000,3536,8.5,2022-11-07,2022,Q4,6,268800,44800,4793600,New Property,Home Loan,3631048,Hiranandani,New Launch,19,6.2,5.41,No,South-West,3,Affordable
TXN302326,PROP502298,RES104679,Patna,Bihar,Zone A,Studio,2,1783,2050,7200000,6770000,3797,6.04,2024-05-10,2024,Q2,6,406200,67700,7243900,New Property,Home Loan,0,Prestige Group,New Launch,2,13.06,5.08,Yes,South-East,8,Mid
TXN302327,PROP504936,RES105093,Jaipur,Rajasthan,Malviya Nagar,Builder Floor,2,1583,1820,6900000,6440000,4068,6.68,2023-08-23,2023,Q3,5,322000,64400,6826400,Resale,Institutional,4849147,Phoenix Mills,Under Construction,4,18.8,3.59,Yes,South-East,4,Mid
TXN302328,PROP504771,RES105675,Nagpur,Maharashtra,Zone H,Apartment,1,873,1004,3700000,3350000,3837,9.39,2023-06-16,2023,Q2,6,201000,33500,3584500,New Property,Institutional,2637901,Raymond Realty,Ready to Move,13,15.93,6.24,No,West,13,Affordable
TXN302329,PROP505360,RES101518,Visakhapatnam,Andhra Pradesh,Zone A,Builder Floor,1,1598,1838,6500000,6210000,3886,4.53,2024-04-21,2024,Q2,7,434700,62100,6706800,Resale,Institutional,4424699,Prestige Group,New Launch,6,7.45,4.44,Yes,West,5,Mid
TXN302330,PROP504584,RES100417,Kolkata,West Bengal,New Town,Builder Floor,3,2054,2362,20000000,18550000,9031,7.25,2023-04-10,2023,Q2,5,927500,185500,19663000,New Property,Institutional,0,Raymond Realty,Under Construction,0,7.85,5.06,No,West,6,Luxury
TXN302331,PROP501259,RES104036,Hyderabad,Telangana,Madhapur,Builder Floor,5,2992,3441,22200000,21270000,7109,4.21,2025-08-22,2025,Q3,6,1276200,212700,22758900,Resale,Home Loan,15549683,Shapoorji Pallonji,Under Construction,6,5.7,5.62,Yes,East,15,Luxury
TXN302332,PROP503547,RES105903,Mumbai,Maharashtra,Powai,Penthouse,4,2489,2862,64300000,57880000,23254,9.99,2023-10-30,2023,Q4,6,3472800,578800,61931600,Resale,Cash,0,Shapoorji Pallonji,Under Construction,0,1.08,5.56,Yes,South-East,33,Luxury
TXN302333,PROP504098,RES104148,Kochi,Kerala,Zone I,Studio,4,2120,2438,7900000,7340000,3462,7.08,2026-08-22,2026,Q3,6,440400,73400,7853800,Resale,Cash,5888695,Godrej Properties,Ready to Move,21,11.23,3.68,No,South-West,10,Mid
TXN302334,PROP501049,RES105088,Hyderabad,Telangana,Nallagandla,Builder Floor,4,2458,2827,16800000,15380000,6257,8.45,2023-06-29,2023,Q2,5,769000,153800,16302800,New Property,NRI,11650575,Kolte Patil,Ready to Move,0,9.1,3.67,No,North-West,8,Luxury
TXN302335,PROP500448,RES104472,Chennai,Tamil Nadu,Chromepet,Builder Floor,3,1822,2095,16500000,15830000,8688,4.08,2024-08-31,2024,Q3,7,1108100,158300,17096400,New Property,Institutional,0,Godrej Properties,New Launch,19,5.19,3.95,Yes,South-East,22,Luxury
TXN302336,PROP503505,RES101221,Coimbatore,Tamil Nadu,Zone G,Row House,3,1689,1942,6600000,6520000,3860,1.21,2025-02-21,2025,Q1,7,456400,65200,7041600,New Property,NRI,4908429,Raymond Realty,Ready to Move,6,14.69,2.6,Yes,North-West,1,Mid
TXN302337,PROP504727,RES102695,Bangalore,Karnataka,HSR Layout,Penthouse,1,1501,1726,14100000,13060000,8701,7.39,2024-10-20,2024,Q4,5,653000,130600,13843600,Resale,Cash,9274389,Emaar India,New Launch,16,12.95,4.04,Yes,South,11,Mid
TXN302338,PROP502043,RES100784,Nagpur,Maharashtra,Zone J,Row House,2,1856,2134,7900000,7350000,3960,6.99,2026-01-16,2026,Q1,7,514500,73500,7938000,New Property,Home Loan,5996474,Brigade Group,Under Construction,4,6.14,3.19,Yes,West,15,Mid
TXN302339,PROP503520,RES102305,Indore,Madhya Pradesh,Zone G,Builder Floor,2,1738,1999,6400000,5890000,3389,8.0,2025-03-07,2025,Q1,5,294500,58900,6243400,New Property,Home Loan,0,Hiranandani,New Launch,3,8.63,3.7,Yes,West,16,Mid
TXN302340,PROP503997,RES100899,Vadodara,Gujarat,Zone E,Studio,3,1862,2141,6500000,6230000,3346,4.14,2023-08-12,2023,Q3,5,311500,62300,6603800,Resale,Home Loan,0,Prestige Group,New Launch,10,5.0,5.18,Yes,North-East,4,Mid
TXN302341,PROP501198,RES100347,Kochi,Kerala,Zone D,Independent House,3,1789,2057,7900000,7220000,4036,8.55,2025-05-17,2025,Q2,5,361000,72200,7653200,New Property,Institutional,5637984,Phoenix Mills,Under Construction,0,5.68,5.59,No,South-East,19,Mid
TXN302342,PROP505687,RES102063,Delhi,Delhi,Connaught Place,Row House,2,1474,1695,12200000,11500000,7802,5.7,2022-07-27,2022,Q3,5,575000,115000,12190000,Resale,Cash,8870451,Prestige Group,Under Construction,11,4.66,6.42,Yes,North-West,8,Mid
TXN302343,PROP505673,RES100139,Delhi,Delhi,Vasant Kunj,Penthouse,1,1329,1528,12900000,12340000,9285,4.32,2022-11-11,2022,Q4,4,493600,123400,12957000,Resale,NRI,9652520,Tata Housing,Ready to Move,10,6.08,3.45,Yes,South-East,25,Mid
TXN302344,PROP505330,RES100512,Coimbatore,Tamil Nadu,Zone A,Villa,3,2169,2494,8100000,7360000,3393,9.12,2025-05-28,2025,Q2,5,368000,73600,7801600,New Property,Institutional,6061200,Phoenix Mills,Under Construction,18,2.51,5.14,Yes,South-West,3,Mid
TXN302345,PROP501796,RES102015,Pune,Maharashtra,Baner,Penthouse,3,1780,2047,16300000,15150000,8511,7.03,2022-11-20,2022,Q4,5,757500,151500,16059000,Resale,Institutional,12834064,Sobha Limited,New Launch,2,10.59,4.07,Yes,North-East,2,Luxury
TXN302346,PROP503144,RES103727,Surat,Gujarat,Pal,Studio,4,2604,2995,12000000,11730000,4505,2.23,2024-12-06,2024,Q4,5,586500,117300,12433800,Resale,Institutional,8622586,Shapoorji Pallonji,Under Construction,19,11.05,6.15,No,North,31,Mid
TXN302347,PROP503920,RES102727,Lucknow,Uttar Pradesh,Zone H,Apartment,1,1601,1841,6400000,5830000,3641,8.85,2026-07-12,2026,Q3,5,291500,58300,6179800,New Property,NRI,4932943,Raymond Realty,Ready to Move,15,11.4,2.89,No,West,3,Mid
TXN302348,PROP504382,RES103795,Kochi,Kerala,Zone A,Independent House,4,1959,2253,7500000,6800000,3471,9.28,2023-02-23,2023,Q1,6,408000,68000,7276000,New Property,NRI,4800850,Tata Housing,New Launch,21,4.12,5.55,Yes,South-East,28,Mid
TXN302349,PROP503937,RES100679,Patna,Bihar,Zone G,Independent House,1,1135,1305,4400000,4270000,3762,2.97,2024-06-11,2024,Q2,4,170800,42700,4483500,New Property,Cash,3059166,Brigade Group,Ready to Move,3,4.61,2.65,Yes,South-West,8,Affordable
TXN302350,PROP503673,RES100080,Bhopal,Madhya Pradesh,Zone I,Row House,4,2382,2739,10300000,10160000,4265,1.39,2023-03-11,2023,Q1,7,711200,101600,10972800,New Property,Home Loan,7667465,Emaar India,Under Construction,8,10.65,2.88,No,South-West,18,Mid
TXN302351,PROP505109,RES103963,Hyderabad,Telangana,Nallagandla,Apartment,3,1754,2017,14100000,13560000,7731,3.85,2022-06-08,2022,Q2,5,678000,135600,14373600,Resale,NRI,10466648,Sobha Limited,New Launch,20,12.31,3.65,Yes,North-East,10,Mid
TXN302352,PROP501262,RES101701,Pune,Maharashtra,Pashan,Penthouse,2,1930,2220,16000000,14920000,7731,6.77,2025-09-19,2025,Q3,7,1044400,149200,16113600,Resale,Cash,12494120,Shapoorji Pallonji,Under Construction,15,1.22,5.41,No,North,4,Mid
TXN302353,PROP504572,RES102145,Pune,Maharashtra,Kalyani Nagar,Villa,1,1356,1559,10700000,9900000,7301,7.48,2023-10-03,2023,Q4,6,594000,99000,10593000,New Property,NRI,8099746,Phoenix Mills,Under Construction,6,8.01,5.65,Yes,North-East,4,Mid
TXN302354,PROP500251,RES101510,Vadodara,Gujarat,Zone F,Villa,1,1445,1662,5500000,5400000,3737,1.83,2022-02-25,2022,Q1,7,378000,54000,5832000,Resale,Institutional,4041883,Omaxe,Under Construction,14,8.92,3.16,Yes,South-West,13,Mid
TXN302355,PROP505086,RES104171,Patna,Bihar,Zone D,Studio,4,1940,2231,9100000,8520000,4392,6.34,2022-07-13,2022,Q3,5,426000,85200,9031200,Resale,NRI,6993904,Phoenix Mills,Ready to Move,0,5.39,3.88,No,East,19,Mid
TXN302356,PROP504580,RES105594,Delhi,Delhi,Rohini,Row House,4,2456,2824,19000000,17150000,6983,9.74,2024-07-21,2024,Q3,6,1029000,171500,18350500,New Property,Institutional,14085206,Phoenix Mills,Ready to Move,9,6.59,3.44,Yes,South,1,Luxury
TXN302357,PROP503665,RES106061,Visakhapatnam,Andhra Pradesh,Zone C,Penthouse,4,2280,2622,9200000,8690000,3811,5.5,2022-11-16,2022,Q4,6,521400,86900,9298300,Resale,NRI,0,Raymond Realty,Under Construction,6,5.19,5.92,Yes,North-East,1,Mid
TXN302358,PROP505015,RES105703,Bhopal,Madhya Pradesh,Zone H,Studio,3,1832,2107,7200000,6950000,3794,3.41,2024-08-04,2024,Q3,6,417000,69500,7436500,New Property,Home Loan,5503335,Kolte Patil,New Launch,0,14.29,4.13,No,South-West,18,Mid
TXN302359,PROP504310,RES102470,Ahmedabad,Gujarat,Chandkheda,Apartment,1,1338,1539,5500000,5440000,4066,1.11,2023-05-22,2023,Q2,7,380800,54400,5875200,Resale,NRI,4292204,Emaar India,Under Construction,0,15.09,2.69,Yes,South,7,Mid
TXN302360,PROP505957,RES104856,Surat,Gujarat,Althan,Villa,1,1238,1424,5300000,4920000,3974,7.14,2023-04-10,2023,Q2,5,246000,49200,5215200,Resale,Home Loan,3978709,Hiranandani,New Launch,7,7.61,3.98,No,South,2,Affordable
TXN302361,PROP503801,RES100291,Chandigarh,Chandigarh,Zone A,Penthouse,4,2513,2890,10100000,9950000,3959,1.52,2025-01-15,2025,Q1,4,398000,99500,10447500,Resale,NRI,0,Prestige Group,New Launch,23,6.12,3.07,No,North,12,Mid
TXN302362,PROP502482,RES105825,Indore,Madhya Pradesh,Zone G,Penthouse,3,1767,2032,6700000,6580000,3724,1.8,2026-01-09,2026,Q1,5,329000,65800,6974800,New Property,Cash,0,Hiranandani,Under Construction,15,5.81,5.19,Yes,East,19,Mid
TXN302363,PROP501751,RES102836,Surat,Gujarat,Althan,Builder Floor,5,2560,2944,9100000,8720000,3406,4.15,2025-04-24,2025,Q2,5,436000,87200,9243200,Resale,Institutional,6125043,Omaxe,New Launch,3,15.23,5.76,Yes,North-East,12,Mid
TXN302364,PROP502673,RES102425,Chandigarh,Chandigarh,Zone B,Apartment,1,1453,1671,5700000,5190000,3572,8.89,2023-09-27,2023,Q3,5,259500,51900,5501400,New Property,Cash,4162415,Raymond Realty,New Launch,20,2.7,5.63,Yes,South-West,17,Mid
TXN302365,PROP504777,RES100712,Surat,Gujarat,Bhatar,Penthouse,5,2558,2942,10800000,9780000,3823,9.44,2024-01-20,2024,Q1,6,586800,97800,10464600,Resale,Home Loan,0,Mahindra Lifespaces,Under Construction,4,4.61,5.55,Yes,North,1,Mid
TXN302366,PROP500620,RES101894,Ahmedabad,Gujarat,Thaltej,Studio,4,2686,3089,12400000,11640000,4334,6.15,2023-09-24,2023,Q3,5,582000,116400,12338400,Resale,Cash,0,Shapoorji Pallonji,Under Construction,20,4.12,5.84,Yes,South-East,10,Mid
TXN302367,PROP505704,RES102071,Pune,Maharashtra,Wakad,Builder Floor,3,2294,2638,23100000,21990000,9586,4.8,2023-11-18,2023,Q4,4,879600,219900,23089500,Resale,Home Loan,16951769,Phoenix Mills,New Launch,23,11.48,5.69,No,East,1,Luxury
TXN302368,PROP505264,RES104608,Delhi,Delhi,Rohini,Penthouse,5,2796,3215,22900000,22640000,8097,1.13,2025-12-30,2025,Q4,6,1358400,226400,24224800,Resale,Home Loan,0,Omaxe,Ready to Move,25,4.85,5.93,No,East,36,Luxury
TXN302369,PROP501979,RES102668,Ahmedabad,Gujarat,Prahlad Nagar,Builder Floor,2,1728,1987,7100000,6430000,3721,9.46,2025-06-22,2025,Q2,4,257200,64300,6751500,Resale,Institutional,0,Phoenix Mills,New Launch,9,13.0,6.01,Yes,East,5,Mid
TXN302370,PROP505910,RES100389,Indore,Madhya Pradesh,Zone C,Villa,4,2338,2689,10000000,9860000,4217,1.35,2022-07-30,2022,Q3,5,493000,98600,10451600,New Property,NRI,0,Godrej Properties,New Launch,4,1.2,5.18,No,North,11,Mid
TXN302371,PROP502947,RES105880,Kolkata,West Bengal,Behala,Apartment,5,2602,2992,29100000,28250000,10857,2.91,2024-09-12,2024,Q3,5,1412500,282500,29945000,Resale,NRI,0,Tata Housing,New Launch,13,3.91,5.27,Yes,North,15,Luxury
TXN302372,PROP500326,RES103406,Pune,Maharashtra,Kothrud,Apartment,2,1581,1818,13700000,12800000,8096,6.56,2024-08-06,2024,Q3,6,768000,128000,13696000,Resale,Home Loan,9709726,Mahindra Lifespaces,Ready to Move,20,0.75,4.14,Yes,South,5,Mid
TXN302373,PROP500652,RES103284,Bangalore,Karnataka,Hebbal,Studio,3,2039,2345,15900000,15800000,7749,0.63,2026-02-06,2026,Q1,6,948000,158000,16906000,Resale,NRI,12190411,Brigade Group,Ready to Move,21,11.77,4.01,Yes,North-West,24,Luxury
TXN302374,PROP504740,RES101434,Lucknow,Uttar Pradesh,Zone F,Penthouse,1,1346,1548,6000000,5590000,4153,6.9,2023-03-26,2023,Q1,5,279500,55900,5925400,Resale,Institutional,4743382,Prestige Group,New Launch,18,17.3,4.12,Yes,South,13,Mid
TXN302375,PROP503669,RES100259,Lucknow,Uttar Pradesh,Zone G,Builder Floor,4,2480,2852,12700000,11520000,4645,9.3,2025-09-06,2025,Q3,4,460800,115200,12096000,Resale,NRI,9287960,Godrej Properties,New Launch,19,7.52,6.12,Yes,East,16,Mid
TXN302376,PROP504640,RES105716,Chandigarh,Chandigarh,Zone I,Row House,4,2232,2567,8600000,8220000,3683,4.47,2024-04-15,2024,Q2,5,411000,82200,8713200,New Property,Institutional,6872241,Shapoorji Pallonji,Ready to Move,3,7.1,5.25,No,North,7,Mid
TXN302377,PROP502250,RES103171,Chennai,Tamil Nadu,Anna Nagar,Independent House,3,1558,1792,9100000,8270000,5308,9.1,2024-08-20,2024,Q3,5,413500,82700,8766200,New Property,Institutional,7013079,Prestige Group,Under Construction,2,13.46,3.16,Yes,South-East,19,Mid
TXN302378,PROP503287,RES100409,Nagpur,Maharashtra,Zone J,Villa,3,2507,2883,9000000,8640000,3446,3.95,2023-03-18,2023,Q1,4,345600,86400,9072000,New Property,Cash,7147106,Godrej Properties,New Launch,2,5.95,2.5,Yes,South,10,Mid
TXN302379,PROP505431,RES104027,Patna,Bihar,Zone G,Builder Floor,5,2546,2928,8600000,8030000,3154,6.65,2023-03-23,2023,Q1,4,321200,80300,8431500,New Property,Home Loan,0,Kolte Patil,Ready to Move,8,11.14,3.73,Yes,North-West,1,Mid
TXN302380,PROP505445,RES104020,Hyderabad,Telangana,Banjara Hills,Builder Floor,1,1369,1574,11000000,10960000,8006,0.33,2022-11-11,2022,Q4,4,438400,109600,11508000,Resale,Institutional,8684015,Tata Housing,Ready to Move,0,7.53,4.17,Yes,South-West,6,Mid
TXN302381,PROP503952,RES106097,Bangalore,Karnataka,Marathahalli,Penthouse,3,2358,2712,18700000,17200000,7294,8.04,2022-04-25,2022,Q2,6,1032000,172000,18404000,New Property,NRI,0,Emaar India,Ready to Move,0,10.97,6.13,Yes,South,20,Luxury
TXN302382,PROP500374,RES103490,Bangalore,Karnataka,Koramangala,Builder Floor,4,2253,2591,14500000,13990000,6209,3.49,2026-08-03,2026,Q3,7,979300,139900,15109200,Resale,Institutional,11334054,Hiranandani,Under Construction,3,9.08,5.28,No,West,4,Mid
TXN302383,PROP501560,RES103385,Kochi,Kerala,Zone G,Builder Floor,2,1727,1986,6000000,5770000,3341,3.88,2022-04-30,2022,Q2,5,288500,57700,6116200,New Property,Institutional,4315719,Raymond Realty,Under Construction,7,8.06,4.04,Yes,North-West,1,Mid
TXN302384,PROP502729,RES103109,Kolkata,West Bengal,Alipore,Studio,1,1211,1393,14900000,13750000,11354,7.73,2024-01-07,2024,Q1,6,825000,137500,14712500,Resale,Institutional,10644146,Emaar India,Ready to Move,5,9.81,5.09,Yes,North,8,Mid
TXN302385,PROP501280,RES105824,Patna,Bihar,Zone I,Villa,2,1734,1994,7600000,7200000,4152,5.27,2024-10-20,2024,Q4,4,288000,72000,7560000,Resale,NRI,5894644,Godrej Properties,New Launch,11,6.28,3.64,No,West,10,Mid
TXN302386,PROP500371,RES101823,Nagpur,Maharashtra,Zone C,Independent House,1,1370,1575,5300000,5220000,3810,1.47,2024-11-06,2024,Q4,6,313200,52200,5585400,Resale,Cash,0,Shapoorji Pallonji,Under Construction,7,11.06,5.94,Yes,South-East,13,Mid
TXN302387,PROP501886,RES104291,Kochi,Kerala,Zone C,Builder Floor,2,1582,1819,5200000,5020000,3173,3.46,2025-10-03,2025,Q4,5,251000,50200,5321200,Resale,Home Loan,4068086,Phoenix Mills,New Launch,0,1.99,3.74,Yes,South,1,Mid
TXN302388,PROP500612,RES105958,Nagpur,Maharashtra,Zone I,Independent House,1,1489,1712,5700000,5490000,3687,3.67,2026-01-27,2026,Q1,4,219600,54900,5764500,Resale,Cash,4618825,Tata Housing,Under Construction,20,9.06,3.94,Yes,East,12,Mid
TXN302389,PROP501264,RES103192,Jaipur,Rajasthan,Pratap Nagar,Studio,2,1997,2297,8800000,8650000,4331,1.76,2025-07-15,2025,Q3,5,432500,86500,9169000,Resale,Home Loan,0,Tata Housing,New Launch,17,9.07,5.32,No,North,16,Mid
TXN302390,PROP504385,RES102376,Ahmedabad,Gujarat,Chandkheda,Studio,4,2320,2668,11800000,11750000,5065,0.39,2023-09-19,2023,Q3,5,587500,117500,12455000,New Property,NRI,8386149,Phoenix Mills,New Launch,17,11.6,2.67,Yes,South,36,Mid
TXN302391,PROP503899,RES103425,Nagpur,Maharashtra,Zone B,Studio,3,1822,2095,9100000,8350000,4583,8.22,2025-09-24,2025,Q3,6,501000,83500,8934500,Resale,Cash,7087470,Raymond Realty,New Launch,12,-1.13,6.41,Yes,South-West,11,Mid
TXN302392,PROP500639,RES106173,Indore,Madhya Pradesh,Zone I,Builder Floor,4,2201,2531,10400000,10190000,4630,1.98,2022-10-23,2022,Q4,6,611400,101900,10903300,Resale,Institutional,7934133,Omaxe,Ready to Move,0,9.13,4.57,No,South-East,2,Mid
TXN302393,PROP504896,RES106786,Patna,Bihar,Zone H,Villa,2,1551,1784,7900000,7420000,4784,6.06,2026-06-09,2026,Q2,4,296800,74200,7791000,Resale,Home Loan,0,Phoenix Mills,Ready to Move,6,10.61,2.8,Yes,South-West,6,Mid
TXN302394,PROP504295,RES105467,Visakhapatnam,Andhra Pradesh,Zone A,Apartment,3,2037,2343,7800000,7480000,3672,4.06,2026-02-12,2026,Q1,5,374000,74800,7928800,Resale,Cash,0,Sobha Limited,Under Construction,1,7.85,4.7,Yes,West,18,Mid
TXN302395,PROP502730,RES103955,Kolkata,West Bengal,Park Street,Studio,2,1825,2099,16900000,16620000,9107,1.68,2023-12-01,2023,Q4,5,831000,166200,17617200,New Property,Institutional,11810381,Omaxe,New Launch,9,6.1,5.41,Yes,South-East,17,Luxury
TXN302396,PROP501833,RES102909,Mumbai,Maharashtra,Kurla,Studio,2,1873,2154,40000000,38260000,20427,4.36,2024-08-18,2024,Q3,4,1530400,382600,40173000,Resale,Institutional,0,Brigade Group,New Launch,11,8.26,4.26,Yes,South,13,Luxury
TXN302397,PROP500581,RES102239,Bangalore,Karnataka,Koramangala,Villa,5,2307,2653,19900000,19470000,8440,2.15,2022-08-17,2022,Q3,5,973500,194700,20638200,Resale,Institutional,13647383,Sobha Limited,Under Construction,6,17.0,5.63,Yes,South-East,14,Luxury
TXN302398,PROP501770,RES101882,Jaipur,Rajasthan,Jagatpura,Villa,2,1622,1865,7700000,7670000,4729,0.4,2023-04-18,2023,Q2,4,306800,76700,8053500,Resale,NRI,5541206,Omaxe,Ready to Move,0,12.98,3.93,No,North-East,8,Mid
TXN302399,PROP502669,RES100499,Surat,Gujarat,Piplod,Penthouse,4,2678,3080,10700000,10490000,3917,1.94,2023-09-07,2023,Q3,4,419600,104900,11014500,New Property,NRI,7899292,Shapoorji Pallonji,Under Construction,18,6.29,3.23,Yes,South-East,28,Mid
TXN302400,PROP505651,RES104962,Lucknow,Uttar Pradesh,Zone J,Independent House,2,1578,1815,7200000,7150000,4531,0.73,2022-10-31,2022,Q4,5,357500,71500,7579000,Resale,Institutional,5844995,Sobha Limited,New Launch,8,5.66,6.13,Yes,West,4,Mid
TXN302401,PROP505985,RES101169,Kochi,Kerala,Zone I,Row House,1,1280,1472,5200000,4820000,3766,7.32,2023-11-04,2023,Q4,7,337400,48200,5205600,New Property,Cash,3710563,Kolte Patil,New Launch,5,0.1,3.53,Yes,South-West,28,Affordable
TXN302402,PROP505995,RES104345,Patna,Bihar,Zone H,Villa,3,1965,2260,8300000,7910000,4025,4.64,2026-05-25,2026,Q2,7,553700,79100,8542800,New Property,Cash,5699935,Tata Housing,Under Construction,8,8.2,5.98,Yes,North-West,4,Mid
TXN302403,PROP503228,RES106138,Jaipur,Rajasthan,Vaishali Nagar,Independent House,1,1315,1512,5800000,5800000,4411,0.08,2022-03-22,2022,Q1,5,290000,58000,6148000,New Property,Cash,4634941,Omaxe,Ready to Move,10,10.85,6.34,Yes,West,3,Mid
TXN302404,PROP502960,RES103029,Lucknow,Uttar Pradesh,Zone I,Independent House,5,2931,3371,13600000,12980000,4429,4.54,2024-06-24,2024,Q2,4,519200,129800,13629000,Resale,NRI,9366137,Sobha Limited,Under Construction,22,4.92,6.36,No,North-East,4,Mid
TXN302405,PROP505047,RES106375,Ahmedabad,Gujarat,Satellite,Builder Floor,3,1646,1893,8400000,7960000,4836,5.27,2023-03-19,2023,Q1,7,557200,79600,8596800,New Property,Home Loan,6066989,Omaxe,New Launch,0,6.89,4.43,Yes,East,20,Mid
TXN302406,PROP503529,RES103706,Hyderabad,Telangana,Gachibowli,Apartment,2,1889,2172,15000000,14390000,7618,4.07,2023-12-20,2023,Q4,6,863400,143900,15397300,Resale,Institutional,10816589,Mahindra Lifespaces,Under Construction,0,7.47,4.33,Yes,North-West,2,Mid
TXN302407,PROP503927,RES103256,Pune,Maharashtra,Baner,Villa,3,1937,2228,14900000,14220000,7341,4.56,2024-12-21,2024,Q4,4,568800,142200,14931000,New Property,Home Loan,10936610,Shapoorji Pallonji,Ready to Move,19,4.87,6.04,Yes,South-West,4,Mid
TXN302408,PROP504409,RES101581,Hyderabad,Telangana,Banjara Hills,Row House,3,2089,2402,16800000,16270000,7788,3.16,2024-04-04,2024,Q2,5,813500,162700,17246200,New Property,Home Loan,11613246,Brigade Group,Ready to Move,3,12.61,3.05,Yes,South-West,2,Luxury
TXN302409,PROP504975,RES101966,Ahmedabad,Gujarat,SG Highway,Apartment,2,1720,1978,6500000,6310000,3669,2.9,2025-07-06,2025,Q3,6,378600,63100,6751700,New Property,Home Loan,5258102,Tata Housing,Under Construction,9,6.51,3.97,No,North-East,34,Mid
TXN302410,PROP503783,RES104861,Kolkata,West Bengal,New Town,Independent House,3,2075,2386,22100000,21920000,10564,0.81,2022-12-13,2022,Q4,5,1096000,219200,23235200,Resale,Home Loan,17303237,Emaar India,Ready to Move,14,8.07,5.65,No,South-East,5,Luxury
TXN302411,PROP501494,RES104760,Surat,Gujarat,Katargam,Builder Floor,1,1714,1971,7700000,6990000,4078,9.22,2026-04-04,2026,Q2,5,349500,69900,7409400,Resale,Cash,0,Brigade Group,Ready to Move,15,8.08,4.39,No,East,11,Mid
